#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","200","2199388467200","2744320","8421376","15088",,,,,,,,"Process","8",,,,,,"200","17348",".","0","",,,,,"15088","15088","8421376","8421376","95248","95248","8540160","8540160","10743808","10743808","367833088","2199391088640",,,"8421376","8421376",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"365211648","2199388467200","False",,,,"2744320","2744320",,
"svchost","0","270","2199113883648","2207744","2723840","14224",,,,,,,,"Process","8",,,,,,"270","17768",".","0","",,,,,"14224","14224","2723840","2723840","109088","109088","2777088","2777088","8638464","8638464","91676672","2199114932224",,,"2723840","2723840",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90628096","2199113883648","False",,,,"2207744","2207744",,
"svchost","0","271","2199140982784","15409152","4947968","17648",,,,,,,,"Process","8",,,,,,"271","49900",".","0","",,,,,"17648","17648","4947968","4947968","115232","115232","6647808","6647808","17780736","17780736","172863488","2199196119040",,,"4947968","4947968",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"117727232","2199140982784","False",,,,"15409152","15409152",,
"svchost","0","207","2199131516928","13828096","3219456","12024",,,,,,,,"Process","8",,,,,,"207","54640",".","0","",,,,,"12024","12024","3219456","3219456","145912","145912","4657152","4657152","17870848","17870848","134467584","2199157723136",,,"3219456","3219456",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"108261376","2199131516928","False",,,,"13828096","13828096",,
"System","0","9594","9613312","5443584","180224","136",,,,,,,,"Process","8",,,,,,"9594","4",".","0","",,,,,"136","136","180224","180224","0","0","188416","188416","8003584","8003584","16187392","16187392",,,"180224","180224",,"System",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"9613312","9613312","False",,,,"5443584","5443584",,
"SystemSettings","1","703","2199461240832","46481408","22962176","38976","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","Microsoft Corporation","0.375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Settings","Microsoft? Windows? Operating System","Process","8",,"False",,"5324","Microsoft.Win32.SafeHandles.SafeProcessHandle","703","22700",".","271328","Settings","System.Diagnostics.ProcessModule (SystemSettings.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38976","38976","22962176","22962176","737056","737056","24526848","24526848","64765952","64765952","440082432","2199463337984","True","Normal","22962176","22962176","00:00:00.1875000","SystemSettings","255","False","1","System.Diagnostics.ProcessStartInfo","3/22/2018 11:02:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1875000","437985280","2199461240832","False",,,,"46481408","46481408",,
"SystemSettingsBroker","1","219","2199167209472","5066752","2945024","11600","C:\Windows\System32\SystemSettingsBroker.exe","Microsoft Corporation","0.265625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","System Settings Broker","Microsoft? Windows? Operating System","Process","10",,"False",,"5856","Microsoft.Win32.SafeHandles.SafeProcessHandle","219","21036",".","0","","System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11600","11600","2945024","2945024","211848","211848","3121152","3121152","15785984","15785984","148353024","2199171608576","True","AboveNormal","2945024","2945024","00:00:00.1406250","SystemSettingsBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 10:35:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1250000","143953920","2199167209472","False",,,,"5066752","5066752",,
"taskhostw","1","428","2199304732672","16646144","13365248","32688","c:\windows\system32\taskhostw.exe","Microsoft Corporation","80.171875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"5256","Microsoft.Win32.SafeHandles.SafeProcessHandle","428","1236",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32688","32688","13365248","13365248","194024","194024","34312192","34312192","45551616","45551616","322478080","2199345733632","True","Normal","13365248","13365248","00:00:35.2343750","taskhostw","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:20.1718750","00:00:44.9375000","281477120","2199304732672","False",,,,"16646144","16646144",,
"taskhostw","1","365","2199194603520","20758528","8302592","21728",,,"0.484375",,,,,"Process","8",,,,,,"365","44640",".","0","",,,,,"21728","21728","8302592","8302592","264536","264536","9359360","9359360","23486464","23486464","185036800","2199208292352",,,"8302592","8302592","00:00:00.3906250","taskhostw",,"True","1","System.Diagnostics.ProcessStartInfo","3/20/2018 3:56:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.0937500","171347968","2199194603520","False",,,,"20758528","20758528",,
"UcMapi","1","1432","466427904","48422912","37756928","41672","C:\Program Files (x86)\Microsoft Office\Root\Office16\UcMapi.exe","Microsoft Corporation","129.59375","16.0.9029.2167","16.0.9029.2167","Skype for Business","Microsoft Office 2016","Process","8",,"False",,"3636","Microsoft.Win32.SafeHandles.SafeProcessHandle","1432","14604",".","0","","System.Diagnostics.ProcessModule (UcMapi.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","41672","41672","37756928","37756928","660592","660592","40345600","40345600","63094784","63094784","486088704","486088704","True","Normal","37756928","37756928","00:00:49.7031250","UcMapi","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:28:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:09.5937500","00:01:19.8906250","466427904","466427904","False",,,,"48422912","48422912",,
"vmcompute","0","166","2199092416512","2895872","2891776","9496",,,,,,,,"Process","8",,,,,,"166","5628",".","0","",,,,,"9496","9496","2891776","2891776","63008","63008","2899968","2899968","10420224","10420224","71933952","2199095189504",,,"2891776","2891776",,"vmcompute",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"69160960","2199092416512","False",,,,"2895872","2895872",,
"vmms","0","761","2199220113408","5996544","48091136","24016",,,,,,,,"Process","8",,,,,,"761","4080",".","0","",,,,,"24016","24016","48091136","48091136","236744","236744","51339264","51339264","35467264","35467264","275501056","2199298756608",,,"48091136","48091136",,"vmms",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"196857856","2199220113408","False",,,,"5996544","5996544",,
"vmwp","0","469","2199146127360","4915200","12083200","23768",,,,,,,,"Process","8",,,,,,"469","6288",".","0","",,,,,"23768","23768","12083200","12083200","103032","103032","20606976","20606976","28536832","28536832","132206592","2199155462144",,,"12083200","12083200",,"vmwp",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"122871808","2199146127360","False",,,,"4915200","4915200",,
"wfcrun32","1","449","199475200","5603328","6119424","30688","C:\Program Files (x86)\Citrix\ICA Client\wfcrun32.exe","Citrix Systems, Inc.","2.1875","14.11.0.17061","14.11.0","Citrix Connection Manager","Citrix Receiver","Process","8",,"False",,"3208","Microsoft.Win32.SafeHandles.SafeProcessHandle","449","10080",".","0","","System.Diagnostics.ProcessModule (wfcrun32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30688","30688","6119424","6119424","292128","292128","6426624","6426624","19898368","19898368","221007872","221007872","True","Normal","6119424","6119424","00:00:01.2656250","wfcrun32","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:23 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1875000","00:00:00.9218750","199475200","199475200","False",,,,"5603328","5603328",,
"wininit","0","146","2199112499200","905216","1540096","10240",,,,,,,,"Process","13",,,,,,"146","828",".","0","",,,,,"10240","10240","1540096","1540096","119648","119648","1908736","1908736","6852608","6852608","91865088","2199115120640",,,"1540096","1540096",,"wininit",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"89243648","2199112499200","False",,,,"905216","905216",,
"winlogon","1","251","2199122014208","3149824","2641920","11800",,,,,,,,"Process","13",,,,,,"251","1136",".","0","",,,,,"11800","11800","2641920","2641920","143632","143632","3584000","3584000","34439168","34439168","123961344","2199147216896",,,"2641920","2641920",,"winlogon",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"98758656","2199122014208","False",,,,"3149824","3149824",,
"winpty-agent","1","122","115539968","6402048","2113536","7272","c:\Program Files\VSCode\resources\app\node_modules.asar.unpacked\node-pty\build\Release\winpty-agent.exe",,"0.015625",,,,,"Process","8",,"False",,"6020","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","59192",".","0","","System.Diagnostics.ProcessModule (winpty-agent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7272","7272","2113536","2113536","156816","156816","2166784","2166784","6402048","6402048","117637120","117637120","True","Normal","2113536","2113536","00:00:00.0156250","winpty-agent","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","115539968","115539968","False",,,,"6402048","6402048",,
"winpty-agent","1","122","115539968","6705152","2465792","7272","c:\Program Files\VSCode\resources\app\node_modules.asar.unpacked\node-pty\build\Release\winpty-agent.exe",,"0.015625",,,,,"Process","8",,"False",,"5264","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","59332",".","0","","System.Diagnostics.ProcessModule (winpty-agent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7272","7272","2465792","2465792","156816","156816","2465792","2465792","6705152","6705152","117637120","117637120","True","Normal","2465792","2465792","00:00:00.0156250","winpty-agent","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:40:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","115539968","115539968","False",,,,"6705152","6705152",,
"WinSCP","1","709","354635776","46977024","26877952","106520","D:\Databank\Program Files\putty\WinSCP.exe","Martin Prikryl","233.578125","5.9.4.7333","5.9.4.0","WinSCP: SFTP, FTP, WebDAV and SCP client","WinSCP","Process","8",,"False",,"5396","Microsoft.Win32.SafeHandles.SafeProcessHandle","709","16292",".","529000","sysu - root@10.170.137.131 - WinSCP","System.Diagnostics.ProcessModule (WinSCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","106520","106520","26877952","26877952","533184","533184","38264832","38264832","63270912","63270912","398897152","398897152","True","Normal","26877952","26877952","00:00:46.7500000","WinSCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 10:06:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:53.5781250","00:03:06.8281250","354635776","354635776","False",,,,"46977024","46977024",,
"WUDFHost","0","239","2199109242880","1249280","1994752","11056",,,,,,,,"Process","8",,,,,,"239","636",".","0","",,,,,"11056","11056","1994752","1994752","91240","91240","2121728","2121728","9023488","9023488","88608768","2199111864320",,,"1994752","1994752",,"WUDFHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"85987328","2199109242880","False",,,,"1249280","1249280",,
"WUDFHost","0","259","2199110647808","1519616","2072576","10720",,,,,,,,"Process","8",,,,,,"259","3396",".","0","",,,,,"10720","10720","2072576","2072576","107728","107728","2170880","2170880","8835072","8835072","89489408","2199112744960",,,"2072576","2072576",,"WUDFHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87392256","2199110647808","False",,,,"1519616","1519616",,
"YoudaoDict","1","7387","500723712","21483520","73748480","99264","C:\Program Files\WindowsApps\NeteaseYoudao.18692F27B7C6F_0.0.1.0_x86__7x355j7kq8bfj\VFS\release\YoudaoDict.exe","????","4114.859375","7.0.1.0222","7.0.1.0222","????","????","Process","8",,"False",,"5712","Microsoft.Win32.SafeHandles.SafeProcessHandle","7387","17808",".","2953928","????","System.Diagnostics.ProcessModule (YoudaoDict.exe)","1232896","102400","System.Diagnostics.ProcessModuleCollection","99264","99264","73748480","73748480","799816","799816","76959744","76959744","68530176","68530176","570466304","570466304","True","Normal","73748480","73748480","01:00:15.9218750","YoudaoDict","255","True","1","System.Diagnostics.ProcessStartInfo","3/15/2018 12:33:11 PM",,"System.Diagnostics.ProcessThreadCollection","01:08:34.8593750","00:08:18.9375000","500723712","500723712","False",,,,"21483520","21483520",,
"YoudaoDictHelper","1","273","294637568","28729344","57212928","46632","C:\Program Files\WindowsApps\NeteaseYoudao.18692F27B7C6F_0.0.1.0_x86__7x355j7kq8bfj\VFS\release\7.0.1.0222\YoudaoDictHelper.exe","","13.953125","","","","","Process","8",,"False",,"2472","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","18004",".","0","","System.Diagnostics.ProcessModule (YoudaoDictHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46632","46632","57212928","57212928","321568","321568","86720512","86720512","73338880","73338880","332439552","332439552","True","Normal","57212928","57212928","00:00:01.4843750","YoudaoDictHelper","255","True","1","System.Diagnostics.ProcessStartInfo","3/15/2018 12:33:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.9531250","00:00:12.4687500","294637568","294637568","False",,,,"28729344","28729344",,
"YoudaoDictHelper","1","231","260882432","17567744","26009600","26504","C:\Program Files\WindowsApps\NeteaseYoudao.18692F27B7C6F_0.0.1.0_x86__7x355j7kq8bfj\VFS\release\7.0.1.0222\YoudaoDictHelper.exe","","2.53125","","","","","Process","8",,"False",,"5260","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","18028",".","0","","System.Diagnostics.ProcessModule (YoudaoDictHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26504","26504","26009600","26009600","313352","313352","34443264","34443264","35549184","35549184","286248960","286248960","True","Normal","26009600","26009600","00:00:00.4375000","YoudaoDictHelper","255","True","1","System.Diagnostics.ProcessStartInfo","3/15/2018 12:33:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5312500","00:00:02.0937500","260882432","260882432","False",,,,"17567744","17567744",,
"YoudaoIE","1","165","148262912","2555904","2048000","12024","C:\Program Files\WindowsApps\NeteaseYoudao.18692F27B7C6F_0.0.1.0_x86__7x355j7kq8bfj\VFS\release\7.0.1.0222\YoudaoIE.exe","????","0.171875","1.0.0.1","1.0.0.1","????IE????","????","Process","8",,"False",,"5224","Microsoft.Win32.SafeHandles.SafeProcessHandle","165","23032",".","0","","System.Diagnostics.ProcessModule (YoudaoIE.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12024","12024","2048000","2048000","214816","214816","2359296","2359296","10162176","10162176","176160768","176160768","True","Normal","2048000","2048000","00:00:00.1093750","YoudaoIE","255","True","1","System.Diagnostics.ProcessStartInfo","3/15/2018 12:33:11 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","148262912","148262912","False",,,,"2555904","2555904",,
